MainTab,SubTab,Branch,TalentName,LogicalTalentID,LogicalTalentName,LogicalRank,LogicalGroupingEvidence,NodeID,Rank,MaxRank,Cost,PointCurrency,RawLevelUpCostValue,CostConfidence,RequiredLevel,ParentNodeID,RelationScope,ProgressionDepth,VisualRow,VisualColumn,NodeOffset,EffectType,RawValue,DisplayedValue,MarginalGain,CumulativeGain,Unit,BuffID,AbilityID,Confidence
Groupe 9,Stats principales,Stats principales,Défense augmentée 6 1/3,node:119602,Défense augmentée 6,1,RAW_NODE_ONLY,119602,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119502,NODE,5,6,3,"[0,0,0]",ArmFR,600,6%,6%,6%,%,100000017,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 6 2/3,node:119602,Défense augmentée 6,2,RAW_NODE_ONLY,119602,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119502,NODE,5,6,3,"[0,0,0]",ArmFR,600,6%,6%,12%,%,100000017,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 6 3/3,node:119602,Défense augmentée 6,3,RAW_NODE_ONLY,119602,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119502,NODE,5,6,3,"[0,0,0]",ArmFR,600,6%,6%,18%,%,100000017,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 6 1/3,node:119603,PV augmentés 6,1,RAW_NODE_ONLY,119603,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119503,NODE,5,6,4,"[0,0,0]",IncreaseMHP,600,6%,6%,6%,%,100000018,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 6 2/3,node:119603,PV augmentés 6,2,RAW_NODE_ONLY,119603,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119503,NODE,5,6,4,"[0,0,0]",IncreaseMHP,600,6%,6%,12%,%,100000018,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 6 3/3,node:119603,PV augmentés 6,3,RAW_NODE_ONLY,119603,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119503,NODE,5,6,4,"[0,0,0]",IncreaseMHP,600,6%,6%,18%,%,100000018,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 1 1/3,node:1110101,Taux de coup critique 1,1,RAW_NODE_ONLY,1110101,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,2,"[0,0,0]",CriticalP,100,1%,1%,1%,%,100000019,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 1 2/3,node:1110101,Taux de coup critique 1,2,RAW_NODE_ONLY,1110101,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,2,"[0,0,0]",CriticalP,100,1%,1%,2%,%,100000019,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 1 3/3,node:1110101,Taux de coup critique 1,3,RAW_NODE_ONLY,1110101,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,2,"[0,0,0]",CriticalP,100,1%,1%,3%,%,100000019,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 1 1/3,node:1110102,Dégâts de coup critique 1,1,RAW_NODE_ONLY,1110102,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",CriDamP,100,1%,1%,1%,%,100000020,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 1 2/3,node:1110102,Dégâts de coup critique 1,2,RAW_NODE_ONLY,1110102,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",CriDamP,100,1%,1%,2%,%,100000020,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 1 3/3,node:1110102,Dégâts de coup critique 1,3,RAW_NODE_ONLY,1110102,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",CriDamP,100,1%,1%,3%,%,100000020,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 1 1/3,node:1110103,Pénétration de défense 1,1,RAW_NODE_ONLY,1110103,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,4,"[0,0,0]",ArmPen,100,100,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000021,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 1 2/3,node:1110103,Pénétration de défense 1,2,RAW_NODE_ONLY,1110103,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,4,"[0,0,0]",ArmPen,100,100,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000021,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 1 3/3,node:1110103,Pénétration de défense 1,3,RAW_NODE_ONLY,1110103,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,4,"[0,0,0]",ArmPen,100,100,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000021,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 2 1/3,node:1110201,Taux de coup critique 2,1,RAW_NODE_ONLY,1110201,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110101,NODE,1,2,2,"[0,0,0]",CriticalP,200,2%,2%,2%,%,100000022,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 2 2/3,node:1110201,Taux de coup critique 2,2,RAW_NODE_ONLY,1110201,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110101,NODE,1,2,2,"[0,0,0]",CriticalP,200,2%,2%,4%,%,100000022,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 2 3/3,node:1110201,Taux de coup critique 2,3,RAW_NODE_ONLY,1110201,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110101,NODE,1,2,2,"[0,0,0]",CriticalP,200,2%,2%,6%,%,100000022,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 2 1/3,node:1110202,Dégâts de coup critique 2,1,RAW_NODE_ONLY,1110202,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110102,NODE,1,2,3,"[0,0,0]",CriDamP,200,2%,2%,2%,%,100000023,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 2 2/3,node:1110202,Dégâts de coup critique 2,2,RAW_NODE_ONLY,1110202,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110102,NODE,1,2,3,"[0,0,0]",CriDamP,200,2%,2%,4%,%,100000023,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 2 3/3,node:1110202,Dégâts de coup critique 2,3,RAW_NODE_ONLY,1110202,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110102,NODE,1,2,3,"[0,0,0]",CriDamP,200,2%,2%,6%,%,100000023,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 2 1/3,node:1110203,Pénétration de défense 2,1,RAW_NODE_ONLY,1110203,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110103,NODE,1,2,4,"[0,0,0]",ArmPen,200,200,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000024,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 2 2/3,node:1110203,Pénétration de défense 2,2,RAW_NODE_ONLY,1110203,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110103,NODE,1,2,4,"[0,0,0]",ArmPen,200,200,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000024,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 2 3/3,node:1110203,Pénétration de défense 2,3,RAW_NODE_ONLY,1110203,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110103,NODE,1,2,4,"[0,0,0]",ArmPen,200,200,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000024,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 3 1/3,node:1110301,Taux de coup critique 3,1,RAW_NODE_ONLY,1110301,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110201,NODE,2,3,2,"[0,0,0]",CriticalP,300,3%,3%,3%,%,100000025,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 3 2/3,node:1110301,Taux de coup critique 3,2,RAW_NODE_ONLY,1110301,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110201,NODE,2,3,2,"[0,0,0]",CriticalP,300,3%,3%,6%,%,100000025,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 3 3/3,node:1110301,Taux de coup critique 3,3,RAW_NODE_ONLY,1110301,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110201,NODE,2,3,2,"[0,0,0]",CriticalP,300,3%,3%,9%,%,100000025,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 3 1/3,node:1110302,Dégâts de coup critique 3,1,RAW_NODE_ONLY,1110302,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110202,NODE,2,3,3,"[0,0,0]",CriDamP,300,3%,3%,3%,%,100000026,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 3 2/3,node:1110302,Dégâts de coup critique 3,2,RAW_NODE_ONLY,1110302,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110202,NODE,2,3,3,"[0,0,0]",CriDamP,300,3%,3%,6%,%,100000026,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 3 3/3,node:1110302,Dégâts de coup critique 3,3,RAW_NODE_ONLY,1110302,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110202,NODE,2,3,3,"[0,0,0]",CriDamP,300,3%,3%,9%,%,100000026,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 3 1/3,node:1110303,Pénétration de défense 3,1,RAW_NODE_ONLY,1110303,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110203,NODE,2,3,4,"[0,0,0]",ArmPen,300,300,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000027,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 3 2/3,node:1110303,Pénétration de défense 3,2,RAW_NODE_ONLY,1110303,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110203,NODE,2,3,4,"[0,0,0]",ArmPen,300,300,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000027,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 3 3/3,node:1110303,Pénétration de défense 3,3,RAW_NODE_ONLY,1110303,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,1110203,NODE,2,3,4,"[0,0,0]",ArmPen,300,300,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000027,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 4 1/3,node:1110401,Taux de coup critique 4,1,RAW_NODE_ONLY,1110401,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110301,NODE,3,4,2,"[0,0,0]",CriticalP,400,4%,4%,4%,%,100000028,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 4 2/3,node:1110401,Taux de coup critique 4,2,RAW_NODE_ONLY,1110401,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110301,NODE,3,4,2,"[0,0,0]",CriticalP,400,4%,4%,8%,%,100000028,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 4 3/3,node:1110401,Taux de coup critique 4,3,RAW_NODE_ONLY,1110401,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110301,NODE,3,4,2,"[0,0,0]",CriticalP,400,4%,4%,12%,%,100000028,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 4 1/3,node:1110402,Dégâts de coup critique 4,1,RAW_NODE_ONLY,1110402,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110302,NODE,3,4,3,"[0,0,0]",CriDamP,400,4%,4%,4%,%,100000029,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 4 2/3,node:1110402,Dégâts de coup critique 4,2,RAW_NODE_ONLY,1110402,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110302,NODE,3,4,3,"[0,0,0]",CriDamP,400,4%,4%,8%,%,100000029,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 4 3/3,node:1110402,Dégâts de coup critique 4,3,RAW_NODE_ONLY,1110402,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110302,NODE,3,4,3,"[0,0,0]",CriDamP,400,4%,4%,12%,%,100000029,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 4 1/3,node:1110403,Pénétration de défense 4,1,RAW_NODE_ONLY,1110403,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110303,NODE,3,4,4,"[0,0,0]",ArmPen,400,400,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000030,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 4 2/3,node:1110403,Pénétration de défense 4,2,RAW_NODE_ONLY,1110403,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110303,NODE,3,4,4,"[0,0,0]",ArmPen,400,400,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000030,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 4 3/3,node:1110403,Pénétration de défense 4,3,RAW_NODE_ONLY,1110403,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110303,NODE,3,4,4,"[0,0,0]",ArmPen,400,400,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000030,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 5 1/3,node:1110501,Taux de coup critique 5,1,RAW_NODE_ONLY,1110501,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110401,NODE,4,5,2,"[0,0,0]",CriticalP,500,5%,5%,5%,%,100000031,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 5 2/3,node:1110501,Taux de coup critique 5,2,RAW_NODE_ONLY,1110501,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110401,NODE,4,5,2,"[0,0,0]",CriticalP,500,5%,5%,10%,%,100000031,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 5 3/3,node:1110501,Taux de coup critique 5,3,RAW_NODE_ONLY,1110501,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110401,NODE,4,5,2,"[0,0,0]",CriticalP,500,5%,5%,15%,%,100000031,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 5 1/3,node:1110502,Dégâts de coup critique 5,1,RAW_NODE_ONLY,1110502,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110402,NODE,4,5,3,"[0,0,0]",CriDamP,500,5%,5%,5%,%,100000032,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 5 2/3,node:1110502,Dégâts de coup critique 5,2,RAW_NODE_ONLY,1110502,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110402,NODE,4,5,3,"[0,0,0]",CriDamP,500,5%,5%,10%,%,100000032,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 5 3/3,node:1110502,Dégâts de coup critique 5,3,RAW_NODE_ONLY,1110502,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110402,NODE,4,5,3,"[0,0,0]",CriDamP,500,5%,5%,15%,%,100000032,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 5 1/3,node:1110503,Pénétration de défense 5,1,RAW_NODE_ONLY,1110503,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110403,NODE,4,5,4,"[0,0,0]",ArmPen,500,500,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000033,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 5 2/3,node:1110503,Pénétration de défense 5,2,RAW_NODE_ONLY,1110503,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110403,NODE,4,5,4,"[0,0,0]",ArmPen,500,500,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000033,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 5 3/3,node:1110503,Pénétration de défense 5,3,RAW_NODE_ONLY,1110503,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110403,NODE,4,5,4,"[0,0,0]",ArmPen,500,500,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000033,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 6 1/3,node:1110601,Taux de coup critique 6,1,RAW_NODE_ONLY,1110601,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110501,NODE,5,6,2,"[0,0,0]",CriticalP,600,6%,6%,6%,%,100000034,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 6 2/3,node:1110601,Taux de coup critique 6,2,RAW_NODE_ONLY,1110601,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110501,NODE,5,6,2,"[0,0,0]",CriticalP,600,6%,6%,12%,%,100000034,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Taux de coup critique 6 3/3,node:1110601,Taux de coup critique 6,3,RAW_NODE_ONLY,1110601,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110501,NODE,5,6,2,"[0,0,0]",CriticalP,600,6%,6%,18%,%,100000034,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 6 1/3,node:1110602,Dégâts de coup critique 6,1,RAW_NODE_ONLY,1110602,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110502,NODE,5,6,3,"[0,0,0]",CriDamP,600,6%,6%,6%,%,100000035,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 6 2/3,node:1110602,Dégâts de coup critique 6,2,RAW_NODE_ONLY,1110602,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110502,NODE,5,6,3,"[0,0,0]",CriDamP,600,6%,6%,12%,%,100000035,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Dégâts de coup critique 6 3/3,node:1110602,Dégâts de coup critique 6,3,RAW_NODE_ONLY,1110602,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110502,NODE,5,6,3,"[0,0,0]",CriDamP,600,6%,6%,18%,%,100000035,,FORTEMENT PROBABLE
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 6 1/3,node:1110603,Pénétration de défense 6,1,RAW_NODE_ONLY,1110603,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110503,NODE,5,6,4,"[0,0,0]",ArmPen,600,600,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000036,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 6 2/3,node:1110603,Pénétration de défense 6,2,RAW_NODE_ONLY,1110603,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110503,NODE,5,6,4,"[0,0,0]",ArmPen,600,600,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000036,,CONFIRMÉ PAR LES GAMEDATA
Groupe 10,Critique et pénétration,Critique et pénétration,Pénétration de défense 6 3/3,node:1110603,Pénétration de défense 6,3,RAW_NODE_ONLY,1110603,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,1110503,NODE,5,6,4,"[0,0,0]",ArmPen,600,600,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,100000036,,CONFIRMÉ PAR LES GAMEDATA
GSSkillTree,Épée,Cœur d'acier,Hausse des dégâts de compétence à l'épée 1/3,node:2150102,Hausse des dégâts de compétence à l'épée,1,RAW_NODE_ONLY,2150102,1,3,3 WeaponPoint,WeaponPoint,[3],CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",IncreaseDamageByEquipGs,2,2,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,200000001,,CONFIRMÉ PAR LES GAMEDATA
GSSkillTree,Épée,Cœur d'acier,Hausse des dégâts de compétence à l'épée 2/3,node:2150102,Hausse des dégâts de compétence à l'épée,2,RAW_NODE_ONLY,2150102,2,3,NON DÉTERMINÉ,WeaponPoint,[3],NON DÉTERMINÉ,,,NODE,0,1,3,"[0,0,0]",IncreaseDamageByEquipGs,2,2,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,200000001,,CONFIRMÉ PAR LES GAMEDATA; coût NON DÉTERMINÉ
GSSkillTree,Épée,Cœur d'acier,Hausse des dégâts de compétence à l'épée 3/3,node:2150102,Hausse des dégâts de compétence à l'épée,3,RAW_NODE_ONLY,2150102,3,3,NON DÉTERMINÉ,WeaponPoint,[3],NON DÉTERMINÉ,,,NODE,0,1,3,"[0,0,0]",IncreaseDamageByEquipGs,2,2,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,200000001,,CONFIRMÉ PAR LES GAMEDATA; coût NON DÉTERMINÉ
GSSkillTree,Épée,Cœur d'acier,Charge frontale,node:2150202,Charge frontale,1,RAW_NODE_ONLY,2150202,1,1,3 WeaponPoint,WeaponPoint,[3],CONFIRMÉ PAR LES GAMEDATA,,2150102,NODE,1,2,3,"[0,0,0]",EnhanceSkillDamage,450,450,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,200000002,,CONFIRMÉ PAR LES GAMEDATA
GSSkillTree,Épée,Cœur d'acier,Charge frontale,node:2150202,Charge frontale,1,RAW_NODE_ONLY,2150202,1,1,3 WeaponPoint,WeaponPoint,[3],CONFIRMÉ PAR LES GAMEDATA,,2150102,NODE,1,2,3,"[0,0,0]",EnhanceBackDamage,-750,-750,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,200000002,,CONFIRMÉ PAR LES GAMEDATA
GSSkillTree,Épée,Cœur d'acier,Protection de l'épée,node:2150302,Protection de l'épée,1,RAW_NODE_ONLY,2150302,1,1,3 WeaponPoint,WeaponPoint,[3],CONFIRMÉ PAR LES GAMEDATA,,2150202,NODE,2,3,3,"[0,0,0]",TriggeredBuff,[200000301],[200000301],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,200000003,,CONFIRMÉ PAR LES GAMEDATA
GSSkillTree,Épée,Cœur d'acier,Attaque augmentée 1/3,node:2150401,Attaque augmentée,1,RAW_NODE_ONLY,2150401,1,3,2 WeaponPoint,WeaponPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,2150302,NODE,3,4,2,"[0,0,0]",AttFR,50,0.5%,0.5%,0.5%,%,200000004,,FORTEMENT PROBABLE
GSSkillTree,Épée,Cœur d'acier,Attaque augmentée 2/3,node:2150401,Attaque augmentée,2,RAW_NODE_ONLY,2150401,2,3,NON DÉTERMINÉ,WeaponPoint,[2],NON DÉTERMINÉ,,2150302,NODE,3,4,2,"[0,0,0]",AttFR,50,0.5%,0.5%,1%,%,200000004,,FORTEMENT PROBABLE; coût NON DÉTERMINÉ
GSSkillTree,Épée,Cœur d'acier,Attaque augmentée 3/3,node:2150401,Attaque augmentée,3,RAW_NODE_ONLY,2150401,3,3,NON DÉTERMINÉ,WeaponPoint,[2],NON DÉTERMINÉ,,2150302,NODE,3,4,2,"[0,0,0]",AttFR,50,0.5%,0.5%,1.5%,%,200000004,,FORTEMENT PROBABLE; coût NON DÉTERMINÉ
